seed,split,board_bucket,calendar_month,calendar_quarter,requested_selected_n,available_random_n,sampled_random_n,shortfall_n,cell_support_status,baseline_id,baseline_family_id,replay_step,realized_cell_grain,fallback_used_flag,replacement_used_flag,duplicate_rate,random_row_uid_duplicate_n,stage1_X
120600,robustness,chinext,2025-08,2025Q3,39,114,39,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,robustness,chinext,2025-09,2025Q3,9,62,9,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,robustness,chinext,2025-10,2025Q4,5,43,5,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,robustness,chinext,2025-11,2025Q4,3,26,3,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,robustness,main_board,2024-03,2024Q1,27,265,27,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,robustness,main_board,2024-04,2024Q2,72,306,72,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,robustness,main_board,2024-05,2024Q2,17,161,17,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,robustness,main_board,2024-09,2024Q3,2,129,2,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,robustness,main_board,2024-11,2024Q4,10,218,10,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,robustness,main_board,2024-12,2024Q4,89,266,89,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,robustness,main_board,2025-02,2025Q1,30,184,30,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,robustness,main_board,2025-03,2025Q1,92,244,92,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,robustness,main_board,2025-04,2025Q2,5,13,5,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,robustness,main_board,2025-05,2025Q2,64,129,64,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,robustness,main_board,2025-06,2025Q2,114,266,114,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,robustness,main_board,2025-07,2025Q3,147,363,147,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,robustness,main_board,2025-08,2025Q3,65,312,65,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,robustness,main_board,2025-09,2025Q3,12,217,12,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,robustness,main_board,2025-10,2025Q4,49,217,49,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,robustness,main_board,2025-11,2025Q4,29,108,29,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,chinext,2018-05,2018Q2,1,12,1,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,chinext,2019-02,2019Q1,16,99,16,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,chinext,2019-03,2019Q1,5,98,5,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,chinext,2019-04,2019Q2,1,43,1,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,chinext,2019-07,2019Q3,7,17,7,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,chinext,2019-09,2019Q3,18,73,18,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,chinext,2019-10,2019Q4,5,38,5,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,chinext,2019-11,2019Q4,3,18,3,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,chinext,2019-12,2019Q4,25,62,25,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,chinext,2020-01,2020Q1,26,97,26,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,chinext,2020-05,2020Q2,8,61,8,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,chinext,2020-06,2020Q2,17,95,17,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,chinext,2020-07,2020Q3,8,90,8,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,chinext,2020-08,2020Q3,5,64,5,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,chinext,2020-09,2020Q3,1,26,1,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,chinext,2020-10,2020Q4,3,24,3,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,chinext,2020-11,2020Q4,5,34,5,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,chinext,2020-12,2020Q4,18,67,18,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,chinext,2021-01,2021Q1,2,56,2,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,chinext,2021-02,2021Q1,2,37,2,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,chinext,2021-05,2021Q2,6,47,6,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,chinext,2021-06,2021Q2,22,90,22,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,chinext,2021-07,2021Q3,5,51,5,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,chinext,2021-08,2021Q3,1,35,1,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,chinext,2021-09,2021Q3,6,45,6,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,chinext,2021-11,2021Q4,21,69,21,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,chinext,2021-12,2021Q4,23,56,23,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2018-01,2018Q1,23,228,23,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2018-05,2018Q2,18,48,18,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2019-02,2019Q1,61,352,61,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2019-03,2019Q1,10,328,10,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2019-04,2019Q2,12,246,12,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2019-07,2019Q3,32,96,32,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2019-09,2019Q3,50,197,50,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2019-10,2019Q4,56,149,56,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2019-11,2019Q4,26,64,26,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2019-12,2019Q4,158,309,158,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2020-01,2020Q1,44,200,44,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2020-03,2020Q1,2,145,2,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2020-05,2020Q2,30,198,30,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2020-06,2020Q2,74,280,74,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2020-07,2020Q3,63,471,63,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2020-08,2020Q3,21,223,21,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2020-09,2020Q3,18,77,18,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2020-10,2020Q4,13,121,13,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2020-11,2020Q4,75,265,75,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2020-12,2020Q4,38,249,38,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2021-01,2021Q1,21,287,21,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2021-02,2021Q1,21,195,21,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2021-03,2021Q1,1,25,1,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2021-04,2021Q2,2,11,2,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2021-05,2021Q2,19,179,19,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2021-06,2021Q2,24,223,24,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2021-07,2021Q3,18,209,18,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2021-08,2021Q3,24,215,24,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2021-09,2021Q3,37,250,37,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2021-10,2021Q4,3,64,3,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2021-11,2021Q4,16,162,16,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,train,main_board,2021-12,2021Q4,76,356,76,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,validation,chinext,2022-06,2022Q2,2,9,2,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,validation,chinext,2022-07,2022Q3,3,27,3,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,validation,chinext,2022-08,2022Q3,7,47,7,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,validation,chinext,2022-12,2022Q4,8,29,8,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,validation,chinext,2023-01,2023Q1,34,82,34,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,validation,chinext,2023-02,2023Q1,23,48,23,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,validation,chinext,2023-03,2023Q1,7,34,7,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,validation,chinext,2023-04,2023Q2,12,58,12,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,validation,chinext,2023-07,2023Q3,6,15,6,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,validation,chinext,2023-08,2023Q3,6,15,6,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,validation,chinext,2023-11,2023Q4,5,16,5,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,validation,main_board,2022-01,2022Q1,22,49,22,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,validation,main_board,2022-06,2022Q2,1,22,1,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,validation,main_board,2022-07,2022Q3,13,107,13,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,validation,main_board,2022-08,2022Q3,38,184,38,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,validation,main_board,2022-11,2022Q4,37,115,37,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,validation,main_board,2022-12,2022Q4,31,134,31,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,validation,main_board,2023-01,2023Q1,118,320,118,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,validation,main_board,2023-02,2023Q1,84,228,84,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,validation,main_board,2023-03,2023Q1,70,152,70,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,validation,main_board,2023-04,2023Q2,57,197,57,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,validation,main_board,2023-07,2023Q3,68,125,68,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,validation,main_board,2023-08,2023Q3,13,61,13,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120600,validation,main_board,2023-11,2023Q4,9,51,9,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,chinext,2024-03,2024Q1,7,89,7,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,chinext,2024-04,2024Q2,12,60,12,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,chinext,2024-05,2024Q2,10,49,10,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,chinext,2024-09,2024Q3,2,56,2,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,chinext,2024-11,2024Q4,4,77,4,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,chinext,2024-12,2024Q4,10,48,10,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,chinext,2025-02,2025Q1,15,73,15,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,chinext,2025-03,2025Q1,14,40,14,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,chinext,2025-04,2025Q2,3,4,3,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,chinext,2025-05,2025Q2,12,28,12,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,chinext,2025-06,2025Q2,34,85,34,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,chinext,2025-07,2025Q3,41,92,41,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,chinext,2025-08,2025Q3,39,114,39,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,chinext,2025-09,2025Q3,9,62,9,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,chinext,2025-10,2025Q4,5,43,5,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,chinext,2025-11,2025Q4,3,26,3,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,main_board,2024-03,2024Q1,27,265,27,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,main_board,2024-04,2024Q2,72,306,72,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,main_board,2024-05,2024Q2,17,161,17,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,main_board,2024-09,2024Q3,2,129,2,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,main_board,2024-11,2024Q4,10,218,10,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,main_board,2024-12,2024Q4,89,266,89,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,main_board,2025-02,2025Q1,30,184,30,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,main_board,2025-03,2025Q1,92,244,92,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,main_board,2025-04,2025Q2,5,13,5,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,main_board,2025-05,2025Q2,64,129,64,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,main_board,2025-06,2025Q2,114,266,114,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,main_board,2025-07,2025Q3,147,363,147,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,main_board,2025-08,2025Q3,65,312,65,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,main_board,2025-09,2025Q3,12,217,12,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,main_board,2025-10,2025Q4,49,217,49,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,robustness,main_board,2025-11,2025Q4,29,108,29,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,train,chinext,2018-05,2018Q2,1,12,1,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,train,chinext,2019-02,2019Q1,16,99,16,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,train,chinext,2019-03,2019Q1,5,98,5,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,train,chinext,2019-04,2019Q2,1,43,1,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,train,chinext,2019-07,2019Q3,7,17,7,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,train,chinext,2019-09,2019Q3,18,73,18,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,train,chinext,2019-10,2019Q4,5,38,5,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,train,chinext,2019-11,2019Q4,3,18,3,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,train,chinext,2019-12,2019Q4,25,62,25,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,train,chinext,2020-01,2020Q1,26,97,26,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,train,chinext,2020-05,2020Q2,8,61,8,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,train,chinext,2020-06,2020Q2,17,95,17,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,train,chinext,2020-07,2020Q3,8,90,8,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,train,chinext,2020-08,2020Q3,5,64,5,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,train,chinext,2020-09,2020Q3,1,26,1,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,train,chinext,2020-10,2020Q4,3,24,3,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,train,chinext,2020-11,2020Q4,5,34,5,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,train,chinext,2020-12,2020Q4,18,67,18,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,train,chinext,2021-01,2021Q1,2,56,2,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,train,chinext,2021-02,2021Q1,2,37,2,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,train,chinext,2021-05,2021Q2,6,47,6,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,train,chinext,2021-06,2021Q2,22,90,22,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,train,chinext,2021-07,2021Q3,5,51,5,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,train,chinext,2021-08,2021Q3,1,35,1,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,train,chinext,2021-09,2021Q3,6,45,6,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,train,chinext,2021-11,2021Q4,21,69,21,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
120601,train,chinext,2021-12,2021Q4,23,56,23,0,pass,strict_exact_cell_replay,strict_exact_cell_replay,stage1_keep,month,False,False,0.0,0,0.2
