branch,loop_index,decision,llm_raw_decision_value,llm_raw_decision_parsed,checkpoint_decision,decision_reconciled,observations,hypothesis_evaluation,new_hypothesis,reason,exception,current_ic,current_rank_ic,current_net_arr,baseline_ic,baseline_rank_ic,baseline_net_arr
a20,10,False,no,False,False,True,"Log_High_Low_Range_1D was implemented and therefore can be evaluated. Adding it to the retained SOTA library caused substantial deterioration across every reported metric. IC fell from 0.019438 to 0.005767, a decline of 0.013671 (approximately 70.3%). Annualized excess return with cost fell from 0.082583 to -0.043146, a decline of 0.125729 and a reversal from positive to negative performance. Maximum drawdown worsened from -0.059941 to -0.106320, increasing the drawdown magnitude by 0.046379. The factor should be classified as a failed addition and excluded, while the existing three successful Trial 2 factors should remain in the SOTA library.","The experiment refutes any implied hypothesis that the one-session-lagged raw logarithmic high-low range provides incremental predictive value beyond the existing SOTA factors. It does, however, support the hypothesis's factor-selection discipline: retain the prior successful factors and exclude additions that fail the combined backtest. A raw intraday range primarily measures volatility intensity rather than return direction. It may also load on liquidity stress, event risk, and unfavorable trading costs, explaining the weak IC, negative net annualized return, and larger drawdown. Because the implementation flag is True, this conclusion is directly supported by the run rather than being unverified.","Instead of adding raw volatility magnitude, test a one-session-lagged directional range-pressure factor that combines the prior completed session's close location within its high-low range with logarithmic range magnitude. For example, define Range_Directional_Pressure_1D at session t+1 as ln(H_t/L_t) multiplied by (2C_t-H_t-L_t)/(H_t-L_t), using exactly one completed session and an instrument-wise one-session shift. Require finite strictly positive H_t, L_t, and C_t, with H_t greater than L_t; otherwise output NaN. Apply no rolling window or cross-sectional normalization in the initial test.","The failed factor discards all directional information: identical positive values can arise when prices finish near the high or near the low, even though these situations may imply different subsequent returns. Signed close location distinguishes buying pressure from selling pressure, while logarithmic range scales the conviction or intensity of that pressure. This is a materially different direction from retesting raw range and may complement the existing SOTA library more effectively. If it also fails, shift away from one-day realized-range factors toward orthogonal information such as volume-confirmed price pressure or multi-session volatility-regime changes. The current raw Log_High_Low_Range_1D should not be retained or reimplemented.",,0.0057671080287296,0.0004656324033769,-0.0431461527975465,0.0194381784836631,0.0151608069601922,0.0825825884049168
a20,11,False,no,False,False,True,"The implemented Close_Reversal_1D_Lag1 addition materially deteriorated the combined strategy. IC declined from 0.019438 to 0.012133, a decrease of 0.007305 (approximately 37.6%). Annualized excess return after costs fell from 0.082583 to -0.013948, a decrease of 0.096531, changing the strategy from profitable to loss-making. Maximum drawdown worsened from -0.059941 to -0.075305, an increase of 0.015364 in drawdown magnitude. Because Factor Implementation is True, the proposed factor was tested in this run.","The result refutes the hypothesis that adding the raw, one-session-lagged close reversal factor to the retained Trial 2 factors would improve the factor library. The lower IC indicates weaker predictive quality, while the negative after-cost annualized return and larger drawdown indicate that the signal did not translate into an economically useful portfolio contribution. The experiment only identifies the effect of the combined library, so it does not prove that Close_Reversal_1D_Lag1 is universally ineffective in isolation; however, it clearly provides no incremental benefit in the tested configuration. Possible explanations include overlap with signals already captured by the retained factors, instability of unconditional one-day reversal, and turnover or trading-cost sensitivity.","Test a lagged price-pressure factor based on the prior session's close location within its adjusted daily range rather than another raw close-to-close reversal: Close_Location_Pressure_1D_Lag1 = -((2*C_t - H_t - L_t)/(H_t - L_t)), labeled on the next instrument-specific session. Use exactly one completed source session, require finite strictly positive H_t, L_t, and C_t with H_t > L_t, apply no rolling aggregation or normalization, and shift forward by exactly one instrument-specific session. This tests whether an extreme close within the daily range captures temporary buying or selling pressure more effectively than unconditional one-day returns.","The large annualized-return gap versus SOTA warrants changing direction rather than making minor variations of the failed raw reversal factor. Close location uses intraday range information and may distinguish persistent price moves from temporary end-of-session pressure, making it potentially more complementary to the existing SOTA library. It also preserves strict lagging and a fixed one-session horizon while avoiding reimplementation of Close_Reversal_1D_Lag1. If reversal is revisited later, it should be tested only through a clearly differentiated conditional signal, such as reversal activated by an explicitly fixed volume or range shock, with turnover and net-of-cost performance examined carefully.",,0.0121331660257984,0.0059698420820009,-0.0139480870998105,0.0194381784836631,0.0151608069601922,0.0825825884049168
a20,12,False,no,False,False,True,"The combined result materially underperforms the SOTA. IC declined from 0.019438 to 0.018580, a decrease of 0.000858 or approximately 4.4%. Annualized excess return after costs fell from 0.082583 to 0.033349, a decrease of 0.049234 or approximately 59.6%. Maximum drawdown improved from -0.059941 to -0.053327, but this modest risk improvement does not compensate for the substantial loss of return and predictive strength.","The result refutes the hypothesis that adding Close_Breakout_Previous_Range_1D_Lag1 to the retained successful Trial 2 factors provides incremental value. Although the factor is correctly implemented and therefore testable in this run, the combined model has both lower IC and much lower annualized return than the SOTA. The less severe drawdown may indicate that the bounded signal occasionally reduces risk exposure, but its overall contribution is unfavorable. The three successful Trial 2 factors should remain in the SOTA library, while this failed breakout addition should be excluded.","Breakout direction alone is too coarse and sparse; breakout intensity and trading-activity confirmation may carry more useful information. Test a lagged continuous breakout-strength factor that measures the distance of Close_t beyond the previous session's range, divides it by High_{t-1}-Low_{t-1}, and confirms it using a fixed 20-session lagged volume baseline. Use a 20-session volume lookback excluding session t, require at least 20 valid observations, clip the continuous breakout component to [-3, 3], and shift the completed-session signal forward by exactly one instrument-specific session.","The tested factor maps all breakouts of the same direction to an identical value, regardless of whether the close exceeds the prior boundary by a negligible amount or by a substantial distance. It also treats low-liquidity price noise and volume-confirmed information events identically. These information losses can explain the lower IC and severe return deterioration. A continuous range-scaled measure would preserve breakout magnitude, while a strictly lagged 20-session volume baseline could distinguish meaningful participation from isolated noise. This is an optimization of the breakout direction rather than a reimplementation of the failed ternary factor. It should be tested as a new standalone addition to the existing SOTA library, with the current discrete factor omitted.",,0.0185796145661763,0.0136312830135636,0.0333491197204311,0.0194381784836631,0.0151608069601922,0.0825825884049168
a20,13,False,no,False,False,True,"The implemented factor produced a materially worse combined result than the SOTA. IC declined from 0.019438 to 0.013252, a decrease of 0.006186 or approximately 31.8%. Annualized excess return after cost fell from 0.082583 to -0.016411, a deterioration of 0.098994, turning a profitable result into a loss. Maximum drawdown worsened from -0.059941 to -0.073134, an additional 0.013193 of drawdown. Thus, the factor reduced predictive quality, profitability, and risk-adjusted portfolio behavior.","The result refutes the hypothesis that Continuous_Close_Breakout_Strength_1D_Lag1 is a useful independent addition to the retained Trial 2 factor library. Because Factor Implementation is True, the factor was tested and its incremental contribution can be evaluated. The large annualized-return deterioration indicates that the raw one-session normalized close breakout either lacks robust forward-return information or conflicts with signals already captured by the retained factors. Its many zero observations, sensitivity to isolated overnight gaps, and symmetric treatment of upside and downside breakouts may weaken its usefulness. The three previously successful Trial 2 factors should remain in the SOTA library, but this failed addition should be excluded.","Explore a new price-volume participation factor rather than another direct implementation of the failed breakout signal. A candidate is a one-session-lagged intraday accumulation-pressure factor defined from the close's location within the current high-low range, multiplied by a fixed-window volume-surprise measure. For example, use a 20-session lookback for median volume, require at least 15 valid observations, define close-location value as (2*close-high-low)/(high-low), multiply it by log(volume/median_volume_20), clip the result to [-3, 3], and shift it forward by exactly one instrument-specific session. This tests whether buying or selling pressure accompanied by abnormal participation predicts returns more reliably than crossing the prior day's range.","A close beyond the immediately previous range can be caused by gaps, short-lived price discontinuities, or broad market moves and does not establish that the move had meaningful trading participation. The proposed direction measures where the close finishes within its own session and conditions that pressure on abnormal volume, providing information distinct from the failed prior-range breakout magnitude. A 20-session volume baseline is long enough to reduce single-day noise while remaining responsive to changing liquidity. Future tests could separately evaluate positive and negative pressure because continuation and reversal behavior may be asymmetric. The failed breakout factor should not be reimplemented unchanged or retained merely through parameter variations unless a clearly distinct conditioning mechanism is introduced.",,0.0132516066581642,0.007924158835661,-0.0164112309290776,0.0194381784836631,0.0151608069601922,0.0825825884049168
a20,14,False,no,False,False,True,"Lower_Wick_Fraction_1D was implemented, so its incremental hypothesis is testable in this run. The combined result deteriorated materially versus SOTA. IC fell from 0.019438 to 0.003990, a decline of approximately 79.5%. Net annualized excess return fell by 9.79 percentage points, from 8.2583% to -1.5293%, while maximum drawdown worsened from -5.9941% to -9.4400%. The factor therefore did not improve either predictive strength or portfolio performance.","The result refutes the hypothesis that the raw one-session lower-wick fraction adds useful incremental information to the retained Trial 2 factor library. Because the experiment reportedly differs from SOTA through this addition, the deterioration indicates that Lower_Wick_Fraction_1D should be treated as a failed addition and excluded from the SOTA library. The test does not invalidate the three previously successful Trial 2 factors; it instead supports retaining the existing SOTA library without this new factor. The zero-shift implementation is conceptually appropriate when features observed after session t are paired only with returns beginning after t, and the results alone do not indicate an alignment error.","A lower wick may be informative only when accompanied by both a strong close within the daily range and abnormal trading activity. Test a distinct Volume_Confirmed_Lower_Rejection_20D factor: Lower_Wick_Fraction_1D multiplied by Close_Location_t = (Close_t - Low_t) / (High_t - Low_t) and by max(Volume_Z20_t, 0), where Volume_Z20_t standardizes current volume against exactly the 20 prior instrument-specific sessions, excludes session t from the baseline, uses population standard deviation, and requires all 20 prior positive finite volumes plus a finite positive current volume. Require the same finite, positive, nonzero-range OHLC conditions and apply no physical row shift.","A raw lower wick is ambiguous: it can represent genuine demand, temporary volatility, continued selling pressure, or an illiquid price excursion. Requiring the close to finish high in the range distinguishes successful recovery from weak rejection, while elevated volume provides evidence that the rejection involved meaningful participation. Before implementing the interaction, examine the existing factor's forward IC by lower-wick decile, close-location bucket, volume regime, volatility regime, and market trend. This will reveal whether the weak aggregate IC hides a conditional effect. Also verify that the SOTA library and training configuration were otherwise unchanged, because strict marginal attribution to this factor requires an identical baseline. Given the large performance gap, further testing of simple unconditioned candle-shape variants is unlikely to be productive.",,0.0039899892070353,-0.004405473791149,-0.0152933388086391,0.0194381784836631,0.0151608069601922,0.0825825884049168
a20,15,False,no,False,False,True,"The implemented ML_OHLCV_WalkForward_5D addition materially underperformed the retained Trial 2 SOTA library. IC fell from 0.019438 to 0.013461, a decrease of 0.005977 or approximately 30.7%. Annualized excess return after costs fell from 0.082583 to 0.028954, a decrease of 0.053629 or approximately 64.9%. Maximum drawdown also deteriorated slightly from -0.059941 to -0.061009. Thus, the new factor weakened both predictive quality and portfolio performance, with no compensating risk improvement.","Because Factor Implementation is True, this experiment validly tests the factor's incremental contribution. The result refutes the hypothesis that this specific walk-forward LightGBM score adds value to the three retained Trial 2 SOTA factors. The positive standalone combined IC indicates some signal remains, but it is substantially weaker than the SOTA result and does not translate into competitive after-cost return. The factor should be classified as a failed addition and excluded while retaining the existing SOTA factors. A leakage-safety detail should also be audited: labels use the fifth subsequent instrument-specific observation, while the embargo is defined in global sessions. For suspended or intermittently observed instruments, s <= r-5 does not necessarily guarantee that the fifth subsequent instrument observation occurred by r. Training must explicitly require each label endpoint datetime to be no later than the refit datetime.","Instead of adding another broad nonlinear combination of common OHLCV signals, test a leakage-safe, cross-sectionally ranked liquidity-pressure reversal factor that identifies abnormal signed trading activity relative to each instrument's own history. One candidate direction is a fixed 20-session price-volume pressure statistic based on the sum of close-to-close return signs multiplied by log-volume surprise, normalized by its trailing variability, with all calculations ending at completed day t and no contemporaneous or future labels used. This may provide information more orthogonal to the retained SOTA library than momentum, range, wick, and volatility features recombined by LightGBM.","The large annualized-return gap indicates that minor tuning of the current model is unlikely to be the highest-value next step. Its ten inputs are standard price-action features and may substantially overlap with signals already represented in the SOTA library. Pooling all dates and instruments into one model can also average away regime-dependent relationships, while optimizing an L1 loss on percentile targets does not directly optimize top-bottom portfolio separation or net returns. Before abandoning the ML direction entirely, perform diagnostics rather than immediately creating parameter variants: measure monthly and yearly rank IC, top-minus-bottom spread, turnover, feature importance stability, prediction dispersion, coverage, and incremental IC after cross-sectional regression on the SOTA signals. Audit the instrument-specific label endpoint condition and verify that predictions are consumed only after session t. If incremental IC is near zero or unstable, move to the proposed liquidity-pressure direction rather than retesting alternative tree depths or windows, since successful prior factors are already retained automatically.",,0.0134611361241589,0.0082688302644957,0.0289538006138763,0.0194381784836631,0.0151608069601922,0.0825825884049168
a20,16,False,no,False,False,True,"The implemented incremental factor materially deteriorated the combined strategy. IC fell from 0.019438 to 0.013551, a decline of 0.005887 or approximately 30.3%. Annualized excess return after costs fell by 11.1828 percentage points, from 8.2583% to -2.9245%, changing a profitable SOTA result into a loss. Maximum drawdown worsened from -5.9941% to -8.1984%, an additional 2.2043 percentage points of drawdown. Because Factor Implementation is True, this is a valid test of the proposed factor.","The result refutes the hypothesis that Residual_Liquidity_Pressure_WalkForward_5D adds useful incremental information to the three retained Trial 2 SOTA factors under the specified walk-forward procedure. Although its target was residualized against the SOTA ranks, the resulting predictions did not improve the combined signal. The lower IC indicates weaker predictive quality, while the negative after-cost annualized return suggests that any remaining signal was unstable, incorrectly oriented, too concentrated, or insufficient to cover turnover and trading costs. This experiment does not prove that all liquidity-pressure information is ineffective, but it rejects this particular four-input residual-LightGBM specification, target construction, 504-session training window, and 20-session refit schedule.","Explore a simpler static conditional liquidity-regime factor rather than another residual-label machine-learning model: Liquidity_Deterioration_Directional_Efficiency_10D_60D. For each instrument, calculate close log returns, daily price impact as absolute log return divided by close times volume, the exact 10-session directional efficiency equal to the 10-session return sum divided by the sum of absolute returns, and liquidity deterioration equal to the exact 10-session mean price impact divided by the exact 60-session mean price impact minus one. Define the factor as directional efficiency multiplied by max(liquidity deterioration, 0), then apply a same-date average-tie cross-sectional percentile rank. Require all 10 and 60 observations, use no partial windows, no clipping other than the positive-part operation, no model fitting, no refitting, and zero output shift. This tests whether directional moves occurring during instrument-specific liquidity deterioration persist and contribute information beyond unconditional 20-day momentum.","The performance gap is large enough to change direction rather than tune the failed model immediately. The proposed direction retains the economically relevant interaction between price movement and liquidity but removes several potential instability sources: repeatedly reconstructed residual ranks, date-by-date OLS estimation noise, delayed labels, changing eligible universes, pooled nonlinear fitting, and blockwise prediction discontinuities. It also differs from simply re-implementing the retained Close_Momentum_20D factor because it activates only when short-term price impact has deteriorated relative to a longer instrument-specific baseline and scales the move by path efficiency. Before further deployment, analyze the failed factor's standalone and marginal IC, IC by refit block and liquidity regime, prediction dispersion, coverage, turnover, feature importance, and long-short decile returns. In particular, verify whether poor returns arise from weak raw predictions, unstable prediction orientation across refits, sparse early coverage, or excessive portfolio turnover. Any future variant should be introduced as a distinct factor with fixed windows rather than replacing or re-emitting the three SOTA factors.",,0.0135510292502067,0.0080464055535259,-0.0292452708493048,0.0194381784836631,0.0151608069601922,0.0825825884049168
a20,17,False,no,False,False,True,"The implemented incremental factor materially deteriorated the combined result. IC declined from 0.019438 to 0.013939, a reduction of about 28.3%. Annualized excess return after costs fell from 0.082583 to 0.012296, a decrease of 7.03 percentage points or approximately 85.1%. Maximum drawdown also worsened from -0.059941 to -0.068086, becoming 0.81 percentage points deeper. Because Factor Implementation is True, this experiment provides a valid test of the proposed factor.","The result refutes the hypothesis that SOTA_PriceStructure_LightGBM_WalkForward_1D is a useful incremental addition to the three retained Trial 2 SOTA factors under the specified configuration. The factor uses only nonlinear recombinations of signals already present separately in the SOTA library, so it contributes little independent information and may introduce a correlated, low-dispersion proxy that impairs the downstream model. The short one-session rank target is also noisy, while the conservative tree structure, min_child_samples=500, five-session refit interval, and raw unranked predictions may produce weak and slowly adapting cross-sectional separation. Both predictive quality and portfolio performance deteriorated, and the worse drawdown provides no compensating risk benefit.","Change to an orthogonal volume-liquidity direction rather than reusing the three price-structure inputs. Test one static Volume_Confirmed_Reversal_20D factor defined from the current close return and an abnormal dollar-volume signal: let r_t=C_t/C^{instr}_{t-1}-1, DV_t=C_t V_t, and AVDV20_t=log(DV_t)-mean(log(DV_{t-k}), k=1,...,20), using exactly the prior 20 instrument observations for the baseline and requiring at least 15 valid observations. Define the raw signal as -r_t times max(AVDV20_t,0), then save its same-date cross-sectional percentile rank. Fixed hyperparameters are a 1-observation return horizon, 20-observation dollar-volume lookback, 15-observation minimum history, zero physical shift, and no winsorization or forward filling.","The current incremental model cannot create genuinely new information because its complete feature set is derived from the three already-retained SOTA factors. A volume-liquidity interaction instead tests whether unusually heavy participation distinguishes actionable short-term reversal from ordinary price noise. This direction is supported by a different source-data dimension, $volume, and should have lower redundancy with overnight gap, close location, and 20-day momentum. Given the large annualized-return gap to SOTA, exploration should change direction rather than immediately retune or reimplement the failed LightGBM factor. If machine learning is revisited later, it should use genuinely orthogonal predictors and its incremental value should be checked through factor correlation, prediction dispersion, and out-of-sample IC by market regime.",,0.0139387160128108,0.0083264853970197,0.0122956673417261,0.0194381784836631,0.0151608069601922,0.0825825884049168
a20,18,False,no,False,False,True,"MAX_Return_Reversal_20D was implemented, so its incremental hypothesis is testable in this run. Adding it to the retained Trial 2 SOTA library materially deteriorated every reported metric. IC declined from 0.019438 to 0.016620, a decrease of 0.002818 or approximately 14.5%. Annualized excess return after costs fell from 0.082583 to 0.013155, a decrease of 0.069428 or approximately 84.1%. Maximum drawdown worsened from -0.059941 to -0.078109, increasing drawdown magnitude by 0.018168 or approximately 30.3%. The current annualized return remains positive, but it is far below SOTA and is accompanied by weaker predictive correlation and worse downside risk.","The result refutes the practical incremental hypothesis that the raw negative 20-session maximum close-to-close return improves the existing SOTA factor set. Although the combined model retains a positive IC and positive annualized excess return, these cannot be attributed solely to the new factor because the three SOTA factors were also retained. The sharp deterioration after adding MAX_Return_Reversal_20D indicates that the factor contributes noise, redundancy, unstable nonlinear exposure, or a signal whose sign and timing are not robust for the evaluated target. A raw maximum is highly sensitive to isolated corporate-action artifacts, price-limit events, rebound regimes, and persistent momentum after genuine information shocks. The absence of normalization or conditioning may also cause a small number of extreme observations to dominate model splits. This factor should not be added to the SOTA library in its present form.","Extreme overnight gaps may isolate lottery-like or sentiment-driven jumps more effectively than the maximum close-to-close return. Test a distinct static factor, Overnight_Gap_Reversal_20D, defined as the negative maximum of exactly 20 adjusted overnight returns, -max(Open_s / Close_{s-1} - 1), over instrument-specific sessions s=t-19 through t. Require all 20 adjusted opens and their 20 preceding adjusted closes to be finite and strictly positive, use no partial windows, clipping, ranking, normalization, or physical shift, and make the value available only after session t closes. As a separate follow-up direction, test whether conditioning the extreme gap on same-day intraday fading or abnormal volume improves discrimination, with every window and condition implemented as a separately named static factor.","The large gap to SOTA warrants changing direction rather than tuning or re-implementing the rejected raw maximum-return factor. Close-to-close returns combine overnight information arrival and intraday price discovery, which may mix reversal-prone speculative jumps with momentum-producing fundamental news. Overnight gaps provide a more targeted measure of discontinuous repricing, while subsequent intraday fading can identify gaps that were rejected by the market. Volume can further distinguish broad information-driven repricing from thin, lottery-like moves. These transformations introduce economically meaningful information rather than merely duplicating MAX_Return_Reversal_20D with another lookback. Future evaluation should first require an improvement in annualized excess return over 0.082583; IC and drawdown should then be used as secondary diagnostics.",,0.0166195427701142,0.0068958506991693,0.0131554028586152,0.0194381784836631,0.0151608069601922,0.0825825884049168
a20,19,False,no,False,False,True,"The factor was implemented and therefore the hypothesis is testable in this run. Adding Bounded_Overnight_Gap_Fade_1D to the three retained Trial 2 SOTA factors materially deteriorated every reported metric. IC declined from 0.019438 to 0.015845, an absolute decrease of 0.003593 or approximately 18.5%. Annualized excess return after costs declined from 0.082583 to 0.013119, an absolute decrease of 0.069464 or approximately 84.1%. Maximum drawdown worsened from -0.059941 to -0.066252, increasing drawdown magnitude by 0.006311 or approximately 10.5%. The current result remains slightly profitable, but its return is far below the SOTA and offers no compensating risk improvement.","The result refutes the hypothesis that this exact bounded one-day overnight-gap fade provides useful incremental predictive information when combined with the existing SOTA library. Its lower IC indicates weaker aggregate predictive ranking, while the severe decline in after-cost annualized return suggests that the signal may be redundant, noisy, unstable across regimes, or associated with costly turnover. The unconditional opposite-sign test and recovery ratio may classify ordinary intraday noise as meaningful gap rejection. Because the experiment evaluates the combined library, it does not prove that the factor has negative standalone IC; however, it clearly shows that this exact specification did not improve the retained SOTA combination. It should not be added to the SOTA library.","Explore a distinct liquidity-and-range-confirmed gap-rejection factor rather than another direct implementation of the same open-to-previous-close fade. A gap rejection may be more informative only when the close finishes decisively within the daily high-low range and the move is supported by abnormal trading volume. One candidate direction is to combine the signed overnight gap with close-location value, intraday range, and a fixed 20-session lagged volume baseline, while requiring all confirmation data to be available by the current close. This should be implemented as separately specified static factors, such as a 20-session volume-confirmed version and a range-confirmed version, rather than multiple hyperparameters inside one factor.","The present factor uses only open and close, so it cannot distinguish strong price discovery from a small counter-move caused by routine intraday variation. High-low close location can measure whether rejection persisted through the close, while abnormal volume can indicate participation and information content. This direction is more orthogonal to the failed formulation and may reduce false reversal signals. Future tests should also report standalone factor IC, IC by gap-size and liquidity buckets, turnover, transaction-cost sensitivity, and incremental performance conditional on the existing SOTA factors. Given the large return gap versus SOTA, optimization should prioritize genuinely new confirmation information and regime selectivity rather than small changes to the existing 10% clipping bound or recovery-ratio constant.",,0.0158447131871822,0.0125682192485764,0.0131192613690221,0.0194381784836631,0.0151608069601922,0.0825825884049168
a20,20,False,no,False,False,True,"Provided_Factor_CrossSectional_Rank_1D was implemented, so its incremental contribution alongside the three retained Trial 2 SOTA factors can be evaluated. The combined result deteriorated substantially: IC fell from 0.019438 to 0.007971, a decline of 0.011467 (approximately 59.0%); annualized excess return after cost fell from 8.2583% to -5.1113%, a decline of 13.3696 percentage points; and maximum drawdown worsened from -5.9941% to -10.9373%, increasing drawdown magnitude by 4.9432 percentage points. The factor therefore reduced both predictive quality and portfolio performance rather than adding complementary information.","The result refutes the economic hypothesis that the current-session cross-sectional percentile rank of the supplied $factor values is a useful independent addition to the retained SOTA library. Although the experiment successfully isolated the proposed transformation and respected the no-reimplementation rule, the ranked signal appears weak or harmful in this configuration. Cross-sectional ranking discards magnitude and spacing information, so economically meaningful differences in the raw physics values may have been lost. It may also introduce unstable portfolio ordering when many observations are tied or tightly clustered. Provided_Factor_CrossSectional_Rank_1D should be classified as a failed addition and excluded from subsequent SOTA combinations. This result does not imply that the three retained Trial 2 factors failed; it indicates that adding this new factor materially degraded their combined result.","Change direction from static cross-sectional ranking of the supplied $factor column to an OHLCV-based liquidity-confirmed intraday price-pressure factor. A candidate is a fixed-window, five-session volume-weighted average of the daily close-location value, where close-location is (2*close-high-low)/(high-low), multiplied by each day's volume divided by its trailing 20-session average volume. Require finite OHLCV inputs, a positive high-low range, and complete specified windows, with the output indexed on the completed current session and used only for subsequent forward returns.","The large gap from SOTA across IC, annualized return, and drawdown warrants changing direction rather than making minor variants of the failed same-date rank. A liquidity-confirmed close-location signal uses price-path and trading-activity information that is structurally different from the untouched physics-value rank and may therefore be more complementary to the retained library. Close location estimates whether buying or selling pressure dominated within each session, while relative volume distinguishes high-participation moves from low-liquidity noise. A five-session aggregation can reduce one-day microstructure noise, and a fixed 20-session volume baseline supplies a stable participation context. Future testing should define these windows statically and should not retest raw, ranked, clipped, or shifted versions of Provided_Factor_CrossSectional_Rank_1D unless there is a genuinely distinct economic mechanism.",,0.0079706920405646,0.0036550819738999,-0.0511132898342204,0.0194381784836631,0.0151608069601922,0.0825825884049168
a20,21,False,no,False,False,True,"The implemented combined experiment materially underperformed the existing SOTA. IC declined from 0.019438 to 0.013359, a reduction of 0.006079 or approximately 31.3%. Annualized excess return after costs fell from 8.2583% to 0.0107%, effectively eliminating the SOTA portfolio's economic return. Maximum drawdown improved modestly from -5.9941% to -5.6113%, but the 0.3828 percentage-point drawdown improvement is insufficient to offset the collapse in annualized return and IC. Because Factor Implementation is True, the incremental factor was actually tested and its hypothesis can be evaluated.","The result refutes the hypothesis that Physics_Dynamics_Residual_LightGBM_1D adds useful incremental alpha to the three retained Trial 2 SOTA factors under the specified configuration. Although the residual-label construction was intended to isolate information orthogonal to the retained factors, the lower combined IC and near-zero annualized return indicate that the raw LightGBM prediction is primarily weak, unstable, or harmful out of sample. The slightly better drawdown may indicate a weaker-risk or lower-exposure signal rather than genuine incremental return information. Before fully abandoning physics dynamics, run a retained-SOTA-only control within the identical pipeline and inspect the new factor's standalone IC, incremental IC, coverage, prediction variance, feature importance, refit-by-refit performance, rank correlation with the retained factors, and performance by market regime. This will distinguish genuine signal failure from factor-ingestion, scaling, or portfolio-model interference. Also test whether the one-global-session residual target is mismatched with the downstream Qlib prediction and holding horizon.","Change direction toward a volume-confirmed liquidity-pressure factor rather than another residual LightGBM model. One candidate is Volume_Shock_Intraday_Reversal_20D: compute the intraday return C_t/O_t-1, calculate a 20-observation instrument-specific z-score of log(1+volume) using exactly 20 finite observations and population standard deviation, retain only the positive abnormal-volume component max(z,0), and multiply it by the negative same-date cross-sectional rank-centered intraday return. The static factor would test whether unusually high-volume intraday price pressure reverses after the completed session and provides information complementary to the retained gap, close-location, and 20-day momentum factors.","The large gap from SOTA warrants a new direction rather than small LightGBM hyperparameter changes. The current model uses only four transformations of the same supplied physics series, while its highly regularized shallow trees, five-session refits, and 504-session pooling may average away short-lived regimes. Residualizing the label does not guarantee that the learned prediction will remain orthogonal or useful out of sample, and raw predictions can introduce noisy model interactions. Volume is unused in the current factor and can identify whether a price move reflects broad information or temporary liquidity pressure. A fixed 20-observation abnormal-volume interaction is interpretable, leakage-safe, structurally distinct from the retained factors, and easier to diagnose. If physics dynamics are revisited later, prioritize regime-conditioned or confidence-gated signals based on cross-sectional physics dispersion and prediction stability rather than re-implementing the tested four-feature residual model.",,0.0133587948611564,0.008203887005693,0.0001074142743448,0.0194381784836631,0.0151608069601922,0.0825825884049168
a20,22,False,no,False,False,True,"The combined experiment deteriorated materially versus the retained Trial 2 SOTA. IC declined from 0.019438 to 0.013252, a decrease of 0.006186 or approximately 31.8%. One-day excess annualized return after costs fell by 9.90 percentage points, from 8.2583% to -1.6411%, changing from profitable to loss-making. Maximum drawdown worsened from -5.9941% to -7.3134%, an additional 1.3193 percentage points of drawdown. Because Factor Implementation is True, the incremental factor was tested and its contribution can be evaluated. The reported metrics are for the combined system, so they do not establish the factor's standalone performance, but they clearly show that adding it did not improve the downstream model and portfolio.","The result refutes the hypothesis that Orthogonal_PriceStructure_Dynamics_LightGBM_1D provides useful incremental information beyond the three retained SOTA factors under the specified pipeline. The factor was deliberately orthogonalized to the contemporaneous SOTA ranks, yet the remaining component appears weak, unstable, or economically unhelpful after costs. Potential causes include excessive removal of useful signal during residualization, instability of pooled nonlinear relationships across regimes, noise from predicting a one-session cross-sectional rank, and mismatch between statistical residual variation and tradable return variation. The five-session refit schedule and strongly regularized shallow trees may also adapt too slowly to short-lived price-structure dynamics, while the 504-session window can blend incompatible regimes. This factor should not enter the SOTA library. Before further work in this direction, inspect its standalone and incremental daily IC, ICIR, coverage, residual dispersion, turnover, feature importance, and performance by market regime. Ablations should compare raw predictions, residualized predictions, and interactions excluding lag-zero inputs to determine whether residualization or model instability caused the deterioration.","Change to an independent volume-liquidity direction rather than adding another nonlinear transformation of the same three price-structure signals. Test one static Liquidity_Shock_Reversal_5D_60D factor using only completed-session data: calculate the five-instrument-observation adjusted-close return, the ratio of mean dollar-volume proxy close times volume over 5 observations to its mean over 60 observations, and define the raw signal as the negative cross-sectional rank of the five-observation return multiplied by the cross-sectional rank of the log volume ratio. Require all five short-window observations, at least 48 valid observations in the 60-observation window, and positive finite prices and volume. On each date, residualize this raw interaction against an intercept and the three retained SOTA ranks, require at least 30 complete observations, and divide the residual by its population standard deviation with no shift, clipping, or sign change. The fixed lookbacks are 5 and 60 instrument observations, the minimum long-window count is 48, and the output remains a single factor.","The failed factor reused only the information already represented by Overnight_Gap_1D, Close_Location_Value_1D, and Close_Momentum_20D, making genuinely independent residual information difficult to extract. Volume and liquidity shocks introduce a source not present in the retained SOTA set. A high-volume short-term move can identify crowded liquidation, temporary price pressure, or informed continuation; the proposed negative-return interaction specifically tests the temporary-pressure/reversal hypothesis. Cross-sectional residualization preserves the requirement that the new output add information beyond the retained factors. Given the large SOTA gap, a source-data change is more promising than retuning the same LightGBM construction. If machine learning is revisited later, use walk-forward validation to select window and refit frequency rather than trying neighboring hyperparameters on the final backtest.",,0.0132516066581642,0.007924158835661,-0.0164112309290778,0.0194381784836631,0.0151608069601922,0.0825825884049168
