run_id,formula_id,source_id,paper_page,paper_section,equation_figure_table_anchor,paper_claim_summary,paper_formula_canonical,input_symbols,output_symbols,paper_disclosed,paper_exact_or_project_choice,project_formula_canonical,project_adaptation_reason,implementation_owner_stage,primary_or_sensitivity,claim_ceiling,human_verified,status
21A_paper_lineage_pit_data_and_architecture_contract,P11_REVERSE_RESIDUAL_SAMPLE,reaka_icassp_2026_vor,3,Section 3.3 Dynamic Residual Corrector,Equations (18)-(20),mu_theta=(x_t-(1-alpha_t)/sqrt(1-alpha_bar_t)*epsilon_theta)/sqrt(alpha_t); sigma_t^2=((1-alpha_bar_{t-1})/(1-alpha_bar_t))*beta_t; x_{t-1}=mu_theta+sigma_t xi,mu_theta=(x_t-(1-alpha_t)/sqrt(1-alpha_bar_t)*epsilon_theta)/sqrt(alpha_t); sigma_t^2=((1-alpha_bar_{t-1})/(1-alpha_bar_t))*beta_t; x_{t-1}=mu_theta+sigma_t xi,paper_defined_inputs,paper_defined_outputs,true,paper_grounded_project_choice,20-step DDPM reverse chain with the paper equations and independently keyed draw noise,Step count and seed-key contract are project choices.,21A_freeze_then_21B_21D,primary,paper_architecture_grounded_project_adaptation,true,pass
21A_paper_lineage_pit_data_and_architecture_contract,P12_RESIDUAL_ENHANCED_LATENT,reaka_icassp_2026_vor,3,Section 3.3 Dynamic Residual Corrector,Equation (21),Z_tilde_plus=Z_hat_plus+R_hat,Z_tilde_plus=Z_hat_plus+R_hat,paper_defined_inputs,paper_defined_outputs,true,paper_grounded_project_choice,Z_tilde_shifted=Z_hat_shifted+R_hat for train reconstruction and inference draws,Paper correction rule retained with explicit train/inference roles.,21A_freeze_then_21B_21D,primary,paper_architecture_grounded_project_adaptation,true,pass
21A_paper_lineage_pit_data_and_architecture_contract,P13_RETURN_DECODER,reaka_icassp_2026_vor,3,Sections 3.4-3.5,Equations (22)-(23) and Equation (27),y_hat_1:T-1=Decoder(Z); y_hat_2:T=Decoder(Z_tilde_plus); y_hat_2:t+1=Decoder(Z_plus),y_hat_1:T-1=Decoder(Z); y_hat_2:T=Decoder(Z_tilde_plus); y_hat_2:t+1=Decoder(Z_plus),paper_defined_inputs,paper_defined_outputs,true,paper_grounded_project_choice,shared scalar decoder reconstructs source/shifted sequences; score is the last shifted output,Project resolves the Equation (27) notation against the preceding corrected-latent definition.,21A_freeze_then_21B_21D,primary,paper_architecture_grounded_project_adaptation,true,pass
21A_paper_lineage_pit_data_and_architecture_contract,P14_L_REC_L_KOOP_L_DIFF,reaka_icassp_2026_vor,3,Section 3.6 Loss Function,Equations (28)-(31),"L_total=L_rec+L_koop+L_diff; L_rec=MSE(y_hat_1:T-1,y_1:T-1)+MSE(y_hat_2:T,y_2:T); L_koop=MSE(Z_hat_plus,Z_plus)","L_total=L_rec+L_koop+L_diff; L_rec=MSE(y_hat_1:T-1,y_1:T-1)+MSE(y_hat_2:T,y_2:T); L_koop=MSE(Z_hat_plus,Z_plus)",paper_defined_inputs,paper_defined_outputs,true,paper_grounded_project_choice,L_total=L_rec+L_koop+L_diff with L_forecast included exactly once inside L_rec,Paper top-level weights are retained; project freezes valid-cell reductions and forecast counting.,21A_freeze_then_21B_21D,primary,paper_architecture_grounded_project_adaptation,true,pass
21A_paper_lineage_pit_data_and_architecture_contract,P15_T10_LOOKBACK,reaka_icassp_2026_vor,3,Section 4.1 Experiment Setup,sentence 'The lookback window length T is set to 10 trading days',T=10 trading days,T=10 trading days,paper_defined_inputs,paper_defined_outputs,true,paper_grounded_project_choice,lookback_T=10 exchange sessions ending at decision close t,Paper value retained and PIT calendar semantics made explicit.,21A_freeze_then_21B_21D,primary,paper_architecture_grounded_project_adaptation,true,pass
21A_paper_lineage_pit_data_and_architecture_contract,P16_RANKIC_AND_RANKICIR,reaka_icassp_2026_vor,3,Section 4.1 Experiment Setup,final metric-definition sentence before Section 4.2,"RankIC_t=Spearman(rank(r_hat_t),rank(r_t)); printed RankICIR denominator is mean(RankIC_t)","RankIC_t=Spearman(rank(r_hat_t),rank(r_t)); printed RankICIR denominator is mean(RankIC_t)",paper_defined_inputs,paper_defined_outputs,true,paper_grounded_project_choice,"RankIC=float64 Pearson of average ranks; RankICIR=mean(RankIC_t)/std(RankIC_t,ddof=1)",The printed RankICIR denominator appears inconsistent; project registers the conventional standard-deviation denominator and cannot claim exact metric replication.,21A_freeze_then_21B_21D,primary,paper_architecture_grounded_project_adaptation,true,pass
21A_paper_lineage_pit_data_and_architecture_contract,P17_TOPK30_DIAGNOSTIC,reaka_icassp_2026_vor,4,Section 4.5 Investment Simulation,"paragraph containing 'In our experiments, K=30' and Figure 4",rank candidates by predicted score and hold TopK with K=30,rank candidates by predicted score and hold TopK with K=30,paper_defined_inputs,paper_defined_outputs,true,paper_grounded_project_choice,TopK=30 gross close proxy and distinct next-open executable ledger under EP19/EP20 rules,Paper does not disclose local PIT timing/cost details; executable economics are a project adaptation.,21A_freeze_then_21B_21D,primary,paper_architecture_grounded_project_adaptation,true,pass
21A_paper_lineage_pit_data_and_architecture_contract,A01_FULL_T_SHIFTED_SEQUENCE_INDEXING,reaka_icassp_2026_vor,2,Project adaptation grounded in Section 3.1,"Equations (1)-(10), overlapping source/shifted segments",paper uses y_1:T-1 versus y_2:T and x_1:T-1 versus x_2:T,paper uses y_1:T-1 versus y_2:T and x_1:T-1 versus x_2:T,paper_defined_inputs,paper_defined_outputs,false,paper_grounded_project_choice,"source_dates=[t-T+1..t]; teacher_shifted_dates=[t-T+2..t+1], each with T transitions",Project extends the overlapping construction to an explicit T-transition forecasting contract.,21A_freeze_then_21B_21D,primary,paper_architecture_grounded_project_adaptation,true,pass
21A_paper_lineage_pit_data_and_architecture_contract,A02_FINAL_STEP_SCORE_INDEX,reaka_icassp_2026_vor,3,Project adaptation grounded in Section 3.5,sentence after Equation (27): estimated return is the last reconstructed element,y_hat_t+1 is the last element of reconstructed y_hat_2:t+1,y_hat_t+1 is the last element of reconstructed y_hat_2:t+1,paper_defined_inputs,paper_defined_outputs,false,paper_grounded_project_choice,"score_next=decoded_shifted[:,-1]",Project fixes the tensor index and scalar shape.,21A_freeze_then_21B_21D,primary,paper_architecture_grounded_project_adaptation,true,pass
21A_paper_lineage_pit_data_and_architecture_contract,A03_MEAN_LOSS_REDUCTION_AXES,reaka_icassp_2026_vor,3,Project adaptation grounded in Section 3.6,"Equations (28)-(31), MSE reductions not further disclosed",paper specifies MSE objectives without batch/time/latent reduction order,paper specifies MSE objectives without batch/time/latent reduction order,paper_defined_inputs,paper_defined_outputs,false,paper_grounded_project_choice,MeanValid means latent-element mean followed by valid batch/time-cell mean,Unique reduction axes are needed for reproducible loss scale and batch-duplication invariance.,21A_freeze_then_21B_21D,primary,paper_architecture_grounded_project_adaptation,true,pass
21A_paper_lineage_pit_data_and_architecture_contract,A04_TEACHER_GRADIENT_AND_INFERENCE_ISOLATION,reaka_icassp_2026_vor,2,Project adaptation grounded in Methodology and Section 3.3,"page 2 sentence 'At inference, only past returns and features are used'; page 3 residual conditioning on Z",inference uses only past returns/features; diffusion corrector is conditioned on current latent Z,inference uses only past returns/features; diffusion corrector is conditioned on current latent Z,paper_defined_inputs,paper_defined_outputs,false,paper_grounded_project_choice,"teacher tensors only construct train targets/noising and never enter selector, condition, or inference-score ancestors",Project freezes the only leakage-safe graph consistent with the paper prose.,21A_freeze_then_21B_21D,primary,paper_architecture_grounded_project_adaptation,true,pass
21A_paper_lineage_pit_data_and_architecture_contract,A05_EIGHT_DRAW_POINT_PREDICTION_MEAN,reaka_icassp_2026_vor,3,Project adaptation grounded in Section 3.3,"Equations (18)-(21), one residual sample described; draw aggregation undisclosed",reverse diffusion maps x_0 to a residual sample R_hat,reverse diffusion maps x_0 to a residual sample R_hat,paper_defined_inputs,paper_defined_outputs,false,paper_grounded_project_choice,point score is the arithmetic mean of eight independently keyed reverse-diffusion draws,Draw count and point aggregation are undisclosed project choices.,21A_freeze_then_21B_21D,primary,paper_architecture_grounded_project_adaptation,true,pass
21A_paper_lineage_pit_data_and_architecture_contract,A06_PROJECT_PIT_UNIVERSE_AND_TIMING,reaka_icassp_2026_vor,3,Project adaptation grounded in Section 4.1,"CSI300/S&P500, 2010-2020 and Alpha158 setup paragraph; no PIT membership timing disclosed",paper evaluates fixed named universes and does not disclose point-in-time membership/execution timing,paper evaluates fixed named universes and does not disclose point-in-time membership/execution timing,paper_defined_inputs,paper_defined_outputs,false,paper_grounded_project_choice,membership at close t defines U_t_membership; usable_trade_date is exactly the next exchange session; U_t_decision is outcome-independent,Local PIT universe and execution timing are necessary project adaptations and prohibit a CSI300 exact-replication claim.,21A_freeze_then_21B_21D,primary,paper_architecture_grounded_project_adaptation,true,pass
